"inputfile","outputfile","vowel","interval","duration","start","end","previous_sound","next_sound","word","file","f0","duration.1","label","group","color","number","cutoff","f11","f21","f31","f12","f22","f32","f13","f23","f33","f14","f24","f34","f15","f25","f35"
"02_09_audio","02_09_audio_0075","e",249,0.1263558475,2415.00663,2415.132986,"7","n","nehé7en","02_09_audio_0075",220.3,0.126,"e1",2,"Blue",142,6350,671,1813,3054,721,1713,3041,649,1880,3028,512,1772,2997,442,1820,3037
"04_05_a_audio","04_05_a_audio_0004","é",26,0.2150565659,415.3782481,415.5933047,"k","l","kelc / hand (1)","04_05_a_audio_0004",263.9,0.214,"e2",2,"Blue",658,5150,467,1993,2646,592,1736,2673,648,1701,2777,683,1622,2765,592,1484,2692
"p2","p2_0009","ó",24,0.11,4.32,4.43,"k","s","kósyilt","p2_0009",231.7,0.108,"o2",10,"Purple",9,5716,469,897,2877,544,922,3098,647,1186,2739,656,1244,2873,566,1203,2783
"p2","p2_0130","é",390,0.232444469,79.4475954,79.68003987,"ts2","ts2","mqwets(étse)","p2_0130",229.3,0.232,"e2",8,"Orange",130,5608,505,1886,2721,615,1837,2740,647,1820,2824,580,1777,2841,351,1840,2893
"p2","p2_0307","ó",942,0.2760266065,193.7381689,194.0141955,"ts1","7","cts'ó7t","p2_0307",210,0.276,"o2",10,"Purple",307,5932,658,1116,2801,660,1119,2787,646,1080,2897,633,1039,2902,589,1159,2799
"p2","p2_0158","e",485,0.1905812305,96.2463757,96.43695693,"y","w","myews wecqínems","p2_0158",223.1,0.19,"e1",2,"Blue",158,5500,414,2538,2760,487,1889,2632,645,1659,2640,663,1379,2747,651,1356,2767
"p2","p2_0005","ó",12,0.13,1.34,1.47,"k","s","kóso","p2_0005",231.6,0.13,"o2",10,"Purple",5,5608,502,1015,2814,574,983,2861,644,1152,2755,668,1290,2757,582,1220,2774
"p2","p2_0027","o",78,0.14,16.28,16.42,"k","s","(c)koswállcw","p2_0027",215.5,0.138,"o1",4,"Green",27,5824,431,867,2874,613,986,2689,644,1086,2670,651,1167,2608,620,1230,2695
"p2","p2_0270","a",791,0.1036384354,160.8363616,160.94,"l","m","melamél̓e","p2_0270",210.8,0.102,"a1",1,"Red",270,6687,571,1388,2894,637,1442,2902,644,1442,2859,655,1427,2839,648,1386,2884
"03_09_audio","03_09_audio_0067","é",217,0.2244510772,1159.320254,1159.544705,"7","p","l7ep̓","03_09_audio_0067",263.2,0.224,"e2",2,"Blue",435,5900,602,1727,2778,573,1739,2772,643,1777,2929,490,1544,2861,352,1381,2711
"p2","p2_0033","o",102,0.19,21.67,21.86,"k","s","(c)koswállcw","p2_0033",231.6,0.19,"o1",4,"Green",33,6795,446,838,2976,605,762,2818,643,969,2752,642,1096,2792,568,1121,2708
"p2","p2_0258","e",759,0.126224014,154.24,154.366224,"p","7","máts̓pe7","p2_0258",164.3,0.126,"e1",2,"Blue",258,5500,514,1296,2619,600,1337,2662,643,1399,2719,629,1433,2730,653,1388,2748
"p2","p2_0289","ə1",868,0.1577301754,176.2878599,176.4455901,"m","q7","mq̓wq̓yílct","p2_0289",191.9,0.156,"b1",6,"Yellow",289,7550,573,1309,2408,613,1377,2487,642,1351,2742,605,1270,2829,454,1185,2843
"02_16_audio","02_16_audio_0018","e",68,0.1503399088,2366.252778,2366.403118,"t","ten","xwisteten","02_16_audio_0018",249.9,0.15,"e1",2,"Blue",190,7400,510,1924,2856,637,1767,2842,640,1790,3036,519,1802,3191,573,1796,3233
"p2","p2_0011","ó",31,0.11,6.26,6.37,"k","s","kósyilt","p2_0011",243,0.108,"o2",10,"Purple",11,5716,470,954,2742,561,1034,2860,640,1173,3068,645,1195,2925,680,1304,2909
"03_09_audio","03_09_audio_0086","e",284,0.1820582956,1815.465043,1815.647101,"ts","l","tséltśel","03_09_audio_0086",189.1,0.182,"e1",2,"Blue",454,4850,671,1294,2636,678,1217,2651,639,1173,2737,547,1126,2643,604,1011,2530
"04_13_audio","04_13_audio_0047","é",194,0.2537005597,1148.305043,1148.558744,"ts","p","xe7tsép","04_13_audio_0047",301,0.252,"e2",7,"Magenta",792,7400,530,1985,2943,791,1347,2922,639,1367,2884,541,1248,2812,588,1455,3159
"p2","p2_0266","a",782,0.127844458,158.9962147,159.1240591,"l","m","melamél̓e","p2_0266",202.3,0.126,"a1",1,"Red",266,6363,504,1239,2762,614,1307,2796,639,1318,2800,651,1286,2803,597,1242,2750
"01_26_audio","01_26_audio_0031","í",79,0.1880077745,3809.972256,3810.160264,"-","xw","ixw","01_26_audio_0031",235.4,0.188,"i2",3,"Black",31,6500,613,1420,2683,636,1814,2645,638,1935,2813,691,1715,2673,570,1730,2957
"04_05_b_audio","04_05_b_audio_0037","é",139,0.1736802216,879.6706582,879.8443384,"qw","q̓w","Qweqwéq̓wme7t / short (1)","04_05_b_audio_0037",249.7,0.172,"e2",7,"Magenta",738,7550,559,862,3537,639,885,3453,638,828,3569,582,851,3531,505,923,3548
"p2","p2_0272","e",795,0.13,161.44,161.57,"l7","-","melamél̓e","p2_0272",237.4,0.13,"e1",2,"Blue",272,5608,594,1478,2863,605,1520,2900,638,1521,2923,565,1414,2940,617,1426,2953
"02_09_audio","02_09_audio_0090","e",294,0.09108867058,2511.218104,2511.309193,"n","m","tśkénem","02_09_audio_0090",126.7,0.09,"e1",2,"Blue",157,5300,487,1578,3019,670,1539,2972,637,1492,2974,640,1375,2865,612,1329,2815
"04_13_audio","04_13_audio_0042","e",180,0.2034682133,1134.847865,1135.051334,"x","ts","xe7tsép","04_13_audio_0042",215.6,0.202,"e1",2,"Blue",787,5900,667,1212,2856,711,1200,2885,636,1420,2809,588,1914,2844,590,1939,2923
"p2","p2_0151","ə2",467,0.18786925,93.2249762,93.41284545,"-","s","sk̓lep","p2_0151",208.9,0.186,"b2",12,"Navy",151,5932,638,1623,2765,663,1630,2910,636,1586,2927,618,1607,2899,464,1778,2922
"p2","p2_0278","é",816,0.2353560846,166.2446439,166.48,"t7","y","mt̓éykt","p2_0278",208.4,0.234,"e2",8,"Orange",278,5716,615,1756,2671,662,1779,2508,636,1831,2295,610,1999,2373,550,2056,2492
"p2","p2_0281","é",828,0.2433142902,169.3268933,169.5702075,"t7","y","mt̓éykt","p2_0281",208.6,0.242,"e2",8,"Orange",281,7226,650,1806,2570,661,1912,2653,636,1952,2727,622,2034,2632,570,2291,2692
"p2","p2_0283","ə1",838,0.1860333318,171.1206759,171.3067092,"m","q7","mq̓wkyílct","p2_0283",201.8,0.186,"b1",6,"Yellow",283,7011,573,1320,2685,631,1399,2767,636,1409,2892,664,1302,2711,525,1202,2654
"04_05_b_audio","04_05_b_audio_0017","e",67,0.1550491568,634.9868057,635.1418549,"m","t","Xqemqmetkwe / still water (2)","04_05_b_audio_0017",277.1,0.154,"e1",2,"Blue",718,5300,567,1789,2848,622,1869,2869,635,1819,2894,579,1810,2961,586,1861,2891
"p2","p2_0137","ə1",422,0.07243135687,84.95921012,85.03164148,"k7","l","sk̓lep","p2_0137",231.7,0.072,"b1",6,"Yellow",137,6363,540,1445,2716,606,1398,2903,635,1409,2867,635,1414,2838,515,1378,2769
"p2","p2_0006","o",14,0.21,1.61,1.82,"s","-","kóso","p2_0006",246.6,0.208,"o1",4,"Green",6,5608,464,1450,2960,610,1247,2835,634,1179,2886,647,1088,2997,342,910,3040
"02_09_audio","02_09_audio_0025","e",95,0.069344214,801.9653274,802.0346716,"7","m","wellen wí7emp","02_09_audio_0025",225.6,0.068,"e1",2,"Blue",92,5900,517,1748,2465,606,1761,2597,633,1606,2515,600,1536,2493,477,1502,2509
"02_16_audio","02_16_audio_0041","e",155,0.1289945662,3304.673301,3304.802295,"y","p","gyepuwíken","02_16_audio_0041",230.8,0.128,"e1",2,"Blue",213,5600,456,2360,2847,537,2099,2858,633,1896,2727,619,1588,2744,594,1676,2821
"p2","p2_0040","o",128,0.18,27.59,27.77,"k","s","koswéllts'e7","p2_0040",243.3,0.178,"o1",4,"Green",40,5716,503,991,2861,576,864,2846,633,884,2867,663,1170,2874,643,1253,2616
"p2","p2_0275","é",804,0.278103204,163.3152216,163.5933248,"t7","y","mt̓éykt","p2_0275",210.7,0.278,"e2",8,"Orange",275,7334,668,1869,2708,676,1931,2797,633,1971,2945,540,2146,2698,403,2412,3476
"04_05_b_audio","04_05_b_audio_0038","e",142,0.1466748048,880.0700387,880.2167135,"m","7","Qweqwéq̓wme7t / short (1)","04_05_b_audio_0038",198.4,0.146,"e1",2,"Blue",739,5750,654,1384,2936,708,1454,2905,632,1417,2945,679,1524,2923,656,1534,2849
"p2","p2_0250","e",736,0.1218390293,150.158161,150.28,"q","n","mqwtséqen","p2_0250",282.5,0.12,"e1",2,"Blue",250,6039,511,1156,2758,637,1707,2762,632,1789,2809,629,1911,2604,548,1343,2192
"02_16_audio","02_16_audio_0016","e",60,0.1464850393,2360.563939,2360.710424,"t","ten","xwisteten","02_16_audio_0016",251.9,0.146,"e1",2,"Blue",188,5750,399,2134,2915,500,2018,2780,631,2039,2835,619,1887,2891,568,1937,2919
"04_05_b_audio","04_05_b_audio_0018","e",70,0.2096545233,635.3763205,635.5859751,"kw","-","Xqemqmetkwe / still water (2)","04_05_b_audio_0018",284.2,0.208,"e1",2,"Blue",719,6350,591,1283,2816,715,1194,3026,631,1412,3357,371,1594,3415,638,1856,3487
"02_16_audio","02_16_audio_0035","í",136,0.2008135492,2975.856889,2976.057702,"t","q","stíqtem","02_16_audio_0035",279.9,0.2,"i2",8,"Black",207,6500,499,1922,3074,592,1847,2888,630,1653,2809,694,1769,2699,831,1913,2898
"p2","p2_0086","é",269,0.17,54.97,55.14,"ts2","ts2","mqwetséts","p2_0086",265.3,0.168,"e2",8,"Orange",86,5500,446,1846,2802,532,1833,2742,630,1782,2916,652,1602,2808,579,1663,2847
"p2","p2_0286","ə1",853,0.1560698578,173.6655999,173.8216698,"m","q7","mq̓wq̓yílct","p2_0286",197.8,0.156,"b1",6,"Yellow",286,6255,633,1353,2681,636,1313,2738,629,1242,3006,571,1200,3183,422,1158,3173
"p2","p2_0324","e",1010,0.18487347,213.29,213.4748735,"c","n","wísemcen","p2_0324",204.7,0.184,"e1",2,"Blue",324,7550,474,1754,2698,566,1995,2693,629,1986,2701,640,1892,2717,621,1829,2745
"03_23_audio","03_23_audio_0005","é",19,0.2198657452,400.9783252,401.198191,"p","q","peq - white (2)","03_23_audio_0005",225.9,0.218,"e2",2,"Blue",578,6050,505,2002,2591,556,2006,2709,628,1953,3181,703,1827,3014,723,1673,2475
"p2","p2_0060","ə1",196,0.1016380067,40.26,40.36163801,"w","7","cw7a7alken","p2_0060",188.3,0.1,"b1",6,"Yellow",60,5500,644,1100,2865,630,1046,2845,628,1041,2849,624,1031,2857,693,1085,2841
"p2","p2_0139","o",428,0.12,86.49,86.61,"k","s","koswiwelt","p2_0139",232.3,0.12,"o1",4,"Green",139,5716,346,1032,2853,604,1081,2848,628,1170,2751,647,1316,2734,577,1297,2796
"p2","p2_0146","o",451,0.1464725582,90.68695106,90.83342362,"k","s","koswiwelt","p2_0146",232.2,0.146,"o1",4,"Green",146,6903,486,858,4232,566,901,2897,628,1132,2845,647,1292,2858,602,1263,2921
"03_09_audio","03_09_audio_0045","e",145,0.07598509763,1059.298678,1059.374663,"n","c","Lé7 te tsitslem te kw̓elltiyénecum","03_09_audio_0045",215.5,0.074,"e1",2,"Blue",413,5450,635,1597,2830,681,1604,2914,627,1474,2756,458,1303,2692,383,1253,2503
"03_09_audio","03_09_audio_0122","é",400,0.1403398232,2199.001469,2199.141809,"7","q","n7eq̓","03_09_audio_0122",201.6,0.14,"e2",2,"Blue",490,5900,648,1302,2885,661,1255,3105,627,1286,3138,616,1252,3142,549,1206,3129
"03_23_audio","03_23_audio_0030","e",106,0.1429135935,1488.165245,1488.308159,"w","y","scwicwéye - ant (2)","03_23_audio_0030",205.2,0.142,"e1",2,"Blue",603,6950,599,1169,2597,650,1471,2819,627,1615,2746,595,2174,2696,549,2455,2839
"04_13_audio","04_13_audio_0037","é",159,0.1593232271,649.8044594,649.9637826,"w","ten","qwetqwétn","04_13_audio_0037",303,0.158,"e2",7,"Magenta",782,6800,666,1279,2881,688,1470,2902,627,1620,2680,520,1831,3146,496,1644,2510
"p2","p2_0031","o",94,0.16,19.36,19.52,"k","s","(c)koswállcw","p2_0031",231,0.16,"o1",4,"Green",31,6795,478,840,3559,544,800,2705,627,950,2803,641,1138,2746,556,1087,2791
"p2","p2_0074","e",234,0.1667889904,49.05321101,49.22,"k","-","cw7alekwe","p2_0074",159.8,0.166,"e1",2,"Blue",74,5824,470,1317,2762,544,1350,2734,627,1410,2814,573,1384,2753,568,1334,2786
"01_26_audio","01_26_audio_0046","ó",129,0.1544199896,4369.394381,4369.548801,"ts","l","tsólens","01_26_audio_0046",254.2,0.154,"o2",9,"Lime",46,5450,451,1324,2521,505,884,2559,626,958,2733,656,953,2899,644,945,2808
"03_16_audio","03_16_audio_0045","e",153,0.1908286951,2408.667595,2408.858424,"t̓","q","Ct̓eqw7min̓tn - sewing machine (1)","03_16_audio_0045",217.2,0.19,"e1",2,"Blue",543,6800,797,1457,3215,639,1219,3112,626,1066,3245,529,887,3345,528,1011,3315
"04_05_b_audio","04_05_b_audio_0006","é",19,0.1870522925,122.1293763,122.3164286,"k","tt̓","ketkét̕t / dirty (3)","04_05_b_audio_0006",259.4,0.186,"e2",7,"Magenta",707,6950,400,2579,3310,548,2295,2773,626,1979,2837,611,2366,3114,546,1464,3016
"04_27_audio","04_27_audio_0034","e",113,0.180106135,1145.352697,1145.532803,"x","ts","Xexetsín - loud voice (3) g","04_27_audio_0034",227.4,0.18,"e1",2,"Blue",879,6350,782,1318,2773,781,1406,2846,626,1683,2796,469,1835,2775,488,1767,2872
"03_09_audio","03_09_audio_0038","é",126,0.3214260245,1057.304605,1057.626031,"l","t","Lé7 te tsitslem te kw̓elltiyénecum","03_09_audio_0038",285.8,0.32,"e2",7,"Magenta",406,4850,617,1462,2825,641,1217,2609,625,1474,2110,605,1414,1944,450,1339,1777
"03_09_audio","03_09_audio_0096","é",313,0.1272735873,1914.243967,1914.371241,"p","p","wupupépel̓cken","03_09_audio_0096",254.4,0.126,"e2",7,"Magenta",464,6950,525,1374,2595,606,1489,2646,625,1169,2641,428,1393,2629,375,1252,2561
"04_05_a_audio","04_05_a_audio_0040","í",161,0.1472392965,807.0953434,807.2425827,"s","s","Sesísle7 / A few (1)","04_05_a_audio_0040",261.2,0.146,"i2",8,"Black",694,6350,450,1735,2941,544,1653,2905,625,1618,2812,580,1649,2884,355,1814,3082
"p2","p2_0306","ó",936,0.250909402,191.41,191.6609094,"ts1","7","cts'ó7t","p2_0306",213.4,0.25,"o2",10,"Purple",306,6039,625,1087,2751,592,1014,2748,625,1088,2848,650,1084,2901,603,1144,2893
"p2","p2_0280","ə1",826,0.1379143663,168.99,169.1279144,"m","t7","mt̓éykt","p2_0280",143.3,0.136,"b1",6,"Yellow",280,7011,563,1613,2781,603,1711,2752,624,1769,2738,569,1782,2746,475,1852,2823
"p2","p2_0308","ó",948,0.2606698688,195.9418195,196.2024894,"ts2","7","cts'ó7t","p2_0308",193.3,0.26,"o2",10,"Purple",308,6687,631,1090,3043,617,1065,2864,624,1057,2950,606,1044,3001,585,1154,3066
"04_05_b_audio","04_05_b_audio_0022","e",83,0.06357791158,769.7528045,769.8163824,"q","m","Xqemqém / still or warm (1)","04_05_b_audio_0022",200.9,0.062,"e1",2,"Blue",723,7550,633,1274,3200,618,1320,3094,623,1419,3225,616,1364,3139,613,1254,3067
"p2","p2_0121","é",363,0.05,72.88,72.93,"w","w","mwéwlem","p2_0121",192.5,0.05,"e2",8,"Orange",121,6039,586,942,2728,598,931,2697,623,912,2638,652,878,2658,717,869,2691
"04_20_audio","04_20_audio_0004","i",16,0.05350193165,27.95724232,28.01074425,"w","n","Tscwinúcwkn-k","04_20_audio_0004",243.1,0.052,"i1",3,"Black",809,5750,544,1826,2775,580,2053,2760,622,2253,2882,554,2399,3023,414,2423,3012
"03_09_audio","03_09_audio_0060","é",195,0.08257564181,1065.787024,1065.8696,"y","n","Lé7 te tsitslem te kw̓elltiyénecum","03_09_audio_0060",242.6,0.082,"e2",7,"Magenta",428,5150,555,1759,2744,609,1719,2756,621,1764,2713,564,1708,2682,590,1622,2740
"04_05_a_audio","04_05_a_audio_0046","í",177,0.1422394535,811.3389255,811.481165,"s","s","Sesísle7 / a few (3) last word of clip","04_05_a_audio_0046",247.2,0.142,"i2",8,"Black",700,5750,508,1640,2943,610,1606,2714,620,1577,2684,488,1640,2778,331,1591,2979
"p2","p2_0104","é",317,0.188712811,63.4499116,63.63862442,"ts2","ts2","mqwetséts","p2_0104",274.6,0.188,"e2",8,"Orange",104,5716,484,1849,2849,565,1840,2819,620,1280,2752,601,1724,2939,450,1919,3078
"p2","p2_0077","é",242,0.23,50.09,50.32,"ts2","t","mqwetséts","p2_0077",266.7,0.228,"e2",8,"Orange",77,5500,450,2557,2876,550,1903,2777,619,1772,2728,595,995,2485,578,1597,2894
"p2","p2_0295","é",893,0.1871243436,183.61,183.7971243,"ll","k","skllékstem","p2_0295",183.4,0.186,"e2",8,"Orange",295,5500,439,1620,2505,571,1738,2567,619,1820,2638,564,1905,2602,553,1967,2672
"03_09_audio","03_09_audio_0123","ə1",404,0.1913226673,2220.26946,2220.460782,"n","e","n7eq̓","03_09_audio_0123",178.4,0.19,"b1",11,"Teal",491,6500,572,1471,2854,622,1385,2852,618,1374,3004,1177,2450,3781,1082,1701,2897
"02_09_audio","02_09_audio_0081","e",266,0.1128506662,2449.939344,2450.052195,"7","n","penhé7e(n)","02_09_audio_0081",233.6,0.112,"e1",2,"Blue",148,4850,719,1106,1849,681,1059,1885,617,1534,1887,584,1704,1892,560,1725,1910
"02_16_audio","02_16_audio_0014","é",51,0.1786089514,2358.372073,2358.550682,"gw","s","gwesgwést","02_16_audio_0014",213.5,0.178,"e2",7,"Magenta",186,5000,436,735,2450,544,945,2653,617,1165,2753,658,1266,2656,618,1132,2713
"p2","p2_0242","e",717,0.1235752278,146.7464248,146.87,"k","n","mqwtséqen","p2_0242",246.6,0.122,"e1",2,"Blue",242,5824,620,1581,2732,663,1592,2738,617,1743,2838,453,1913,2888,596,1974,3166
"03_09_audio","03_09_audio_0101","é",327,0.1667894277,1917.349841,1917.51663,"p","p","wupupépel̓cken","03_09_audio_0101",249.5,0.166,"e2",7,"Magenta",469,5600,515,1308,2496,617,1508,2601,616,1359,2604,533,1360,2502,523,1458,2567
"03_23_audio","03_23_audio_0011","e",42,0.1032216391,474.4641675,474.5673891,"p","q","peqpéq flour (3)","03_23_audio_0011",193,0.102,"e1",2,"Blue",584,6950,471,1244,2868,546,1305,2853,615,1326,2876,672,1343,2970,601,1293,3012
"p2","p2_0024","o",67,0.2048639456,14.31,14.51486395,"s","-","koskóso","p2_0024",182.1,0.204,"o1",4,"Green",24,5500,472,1290,2938,579,1266,2836,614,1244,2809,594,1195,2802,554,1198,2901
"03_23_audio","03_23_audio_0006","é",23,0.2653363568,402.8835941,403.1489305,"p","q","peq - white (3)","03_23_audio_0006",236.4,0.264,"e2",2,"Blue",579,5150,491,1848,2796,507,1891,2800,613,1918,2647,699,1793,2689,693,1535,2655
"03_30_audio","03_30_audio_0003","é",14,0.1663582879,84.78511091,84.9514692,"eg","m","legém","03_30_audio_0003",191.3,0.166,"e2",7,"Magenta",621,7400,604,1095,2782,655,1099,2733,612,1119,2903,593,1171,3062,506,1136,3237
"04_13_audio","04_13_audio_0044","e",186,0.1955132962,1141.742905,1141.938418,"x","ts","xe7tsép","04_13_audio_0044",210.1,0.194,"e1",2,"Blue",789,5750,700,1305,2794,695,1421,2752,612,1456,2788,609,1857,2875,618,1777,2790
"p2","p2_0142","ə1",438,0.08716902151,87.86726201,87.95443103,"t","7","(m)t7éns","p2_0142",272.6,0.086,"b1",6,"Yellow",142,6039,452,2105,2884,593,1944,2812,612,1901,2787,626,1915,2806,631,1877,2815
"01_26_audio","01_26_audio_0054","ó",158,0.1318928306,4427.41115,4427.543043,"ts","l","tsólens","01_26_audio_0054",209.9,0.13,"o2",9,"Lime",54,4850,444,1575,2464,502,1189,2563,611,1082,2567,611,1009,2509,574,885,2564
"04_05_b_audio","04_05_b_audio_0014","e",57,0.1470573948,632.7892487,632.9363061,"m","t","Xqemqmetkwe / still water (1)","04_05_b_audio_0014",257.4,0.146,"e1",2,"Blue",715,6200,563,1669,2850,603,1742,2954,611,1815,2898,489,1856,2957,424,1810,2955
"p2","p2_0004","o",9,0.28,0.9,1.18,"s","-","kóso","p2_0004",252.4,0.278,"o1",4,"Green",4,5500,483,1373,2815,596,1292,2901,611,1142,2935,607,1126,3080,507,974,2957
"p2","p2_0035","o",110,0.18,23.73,23.91,"k","s","(c)koswállcw","p2_0035",232.6,0.178,"o1",4,"Green",35,7118,489,839,3896,597,932,2888,611,1005,2865,619,1014,2844,566,1036,2723
"03_09_audio","03_09_audio_0078","é",257,0.03876790695,1603.440096,1603.478864,"m","l","memélt","03_09_audio_0078",212.1,0.038,"e2",7,"Magenta",446,6050,560,1420,2723,620,1480,2709,610,1479,2764,590,1452,2789,583,1417,2855
"04_05_b_audio","04_05_b_audio_0002","é",6,0.1535810462,118.1312466,118.2848277,"k","tt̓","ketkét̕t / dirty (1)","04_05_b_audio_0002",262.9,0.152,"e2",7,"Magenta",703,6050,555,2236,2694,618,1886,2682,610,2178,2927,575,1771,2866,643,2201,2957
"02_16_audio","02_16_audio_0032","e",123,0.09883244897,2970.093284,2970.192117,"t","m","stíqtem","02_16_audio_0032",218.5,0.098,"e1",2,"Blue",204,5750,467,2033,2920,495,1999,2868,609,1866,2844,583,1671,2822,474,1454,2729
"02_16_audio","02_16_audio_0044","e",161,0.1547934794,3305.526966,3305.681759,"k","n","gyepuwíken","02_16_audio_0044",211.9,0.154,"e1",2,"Blue",216,5600,458,2265,2820,604,2482,2876,609,2058,2916,529,1767,2942,377,1878,2946
"02_16_audio","02_16_audio_0027","e",103,0.1310655615,2539.533463,2539.664529,"t","m","tektémtemt","02_16_audio_0027",208,0.13,"e1",2,"Blue",199,5600,418,2160,2793,511,2143,2801,608,1940,2739,633,1738,2751,566,1530,2730
"03_09_audio","03_09_audio_0070","í",229,0.1597237766,1477.936554,1478.096278,"ts","q","teqtsiqw","03_09_audio_0070",247,0.158,"i2",2,"Blue",438,5900,427,2212,2739,494,2115,2714,608,1933,2708,634,1552,2747,528,1453,2852
"02_09_audio","02_09_audio_0010","e",38,0.099621842,423.8423696,423.9419915,"-","n","newí7s","02_09_audio_0010",235.3,0.098,"e1",2,"Blue",77,5900,477,1724,2749,502,1976,2756,606,1901,2694,605,1989,2710,461,1869,2861
"02_09_audio","02_09_audio_0050","e",171,0.1713599502,2062.647937,2062.819297,"n","n","nen stenes","02_09_audio_0050",260.5,0.17,"e1",2,"Blue",117,6950,485,2111,2982,538,2096,2995,606,1875,2945,665,1850,2985,567,1893,3057
"p2","p2_0089","e",277,0.09558811195,56.47568965,56.57127777,"x","m","mpíxem","p2_0089",282.1,0.094,"e1",2,"Blue",89,6363,525,1350,3079,552,1321,2906,605,1319,2974,635,1369,3173,517,1384,3135
"p2","p2_0341","e",1069,0.2178931947,228.6072158,228.825109,"ts1","-","k̓útse","p2_0341",169.1,0.216,"e1",2,"Blue",341,5500,468,1736,2820,582,1331,2758,605,1387,2786,667,1355,2861,655,1321,2944
"02_09_audio","02_09_audio_0091","é",299,0.1409470279,2515.231228,2515.372175,"k","n","tśkénem","02_09_audio_0091",255.5,0.14,"e2",2,"Blue",158,6200,488,2474,2682,512,2367,2555,604,1924,2802,693,1644,2909,601,1489,2917
"p2","p2_0023","ó",65,0.12,14.07,14.19,"k","s","koskóso","p2_0023",237.9,0.118,"o2",10,"Purple",23,5500,485,1029,2833,507,920,2711,604,1109,2783,661,1268,2860,613,1322,2870
"p2","p2_0038","é",121,0.11,25.84,25.95,"w","ll","koswéllts'e7","p2_0038",289.2,0.108,"e2",8,"Orange",38,6795,603,1179,3039,641,1358,2764,604,1433,2592,592,1589,2848,621,1644,3216
"p2","p2_0292","é",882,0.1062068125,180.8837932,180.99,"ll","k","skllékstem","p2_0292",195.9,0.106,"e2",8,"Orange",292,6255,495,1713,2863,565,1883,2897,604,1914,2856,589,1928,2797,566,1970,2775
"02_16_audio","02_16_audio_0031","í",120,0.1876036468,2969.709082,2969.896686,"t","q","stíqtem","02_16_audio_0031",264.3,0.186,"i2",8,"Black",203,6500,521,1864,2904,602,1849,2947,603,1728,2723,671,1681,2717,831,1723,2818
"03_09_audio","03_09_audio_0088","e",291,0.2736421739,1851.557877,1851.83152,"tś","l","tséltśel","03_09_audio_0088",239.9,0.272,"e1",2,"Blue",456,6050,781,1283,2862,700,1171,2939,603,1189,3001,587,1122,2944,532,1064,3050
"03_09_audio","03_09_audio_0112","ə1",361,0.1085501395,2099.849976,2099.958526,"m","7","m7ey","03_09_audio_0112",194.3,0.108,"b1",11,"Teal",480,6050,516,1864,2762,603,2005,2872,603,1963,2814,567,2018,2824,465,2052,2866
"p2","p2_0191","e",577,0.2191619279,118.9795516,119.1987135,"w","7","mtsutekwe7","p2_0191",178.5,0.218,"e1",2,"Blue",191,6471,504,1320,2640,574,1336,2722,603,1362,2797,631,1392,2698,536,1309,2781
"p2","p2_0127","e",383,0.06,77.47,77.53,"l","m","mwéwlem","p2_0127",151.3,0.058,"e1",2,"Blue",127,5500,531,1480,2793,597,1502,2789,602,1490,2778,589,1464,2783,569,1410,2878
"03_02_audio","03_02_audio_0022","e",68,0.07270407985,2340.963341,2341.036045,"ts","m","sítsem","03_02_audio_0022",251.4,0.072,"e1",2,"Blue",356,5600,588,1379,3071,564,1279,2944,601,1367,3024,650,1443,2947,607,1422,2932
"03_23_audio","03_23_audio_0027","é",98,0.1614753153,1484.939647,1485.101123,"w","y","scwicwéye - ant (1)","03_23_audio_0027",203.6,0.16,"e2",7,"Magenta",600,5900,552,1161,2759,618,1485,2634,601,1679,2658,523,1792,2754,437,2237,2845
"04_05_b_audio","04_05_b_audio_0010","é",38,0.1076197326,173.8755422,173.9831619,"w","t̓","cwetcwét̓t / clean (2)","04_05_b_audio_0010",259.2,0.106,"e2",7,"Magenta",711,7550,587,1505,2869,643,1660,2882,601,1864,3118,517,1833,3151,430,1830,3091
"p2","p2_0014","ó",41,0.15,8,8.15,"k","s","koskóso","p2_0014",225.3,0.148,"o2",10,"Purple",14,5500,460,1105,2571,584,1158,2607,601,978,2702,589,969,2698,608,1446,2740
"p2","p2_0095","é",293,0.17,59.25,59.42,"ts2","ts2","m-qwetséts","p2_0095",264.1,0.168,"e2",8,"Orange",95,5500,462,2064,2837,519,1926,2757,601,1205,2691,605,1411,2818,589,1629,2907
"03_09_audio","03_09_audio_0091","é",299,0.1372383906,1911.59425,1911.731489,"p","p","wupupépel̓cken","03_09_audio_0091",272.7,0.136,"e2",7,"Magenta",459,6800,494,1366,2635,582,1538,2725,599,1514,2725,577,1413,2707,327,1455,2837
"04_05_a_audio","04_05_a_audio_0011","é",58,0.1558717168,494.4230784,494.5789501,"k","k","nkékelc / my hand (3)","04_05_a_audio_0011",277.7,0.154,"e2",7,"Magenta",665,5450,369,2072,2674,573,1755,2682,599,1637,2751,596,1775,2921,633,1820,2882
"01_26_audio","01_26_audio_0012","é",30,0.1937859759,1465.728663,1465.922449,"t","-","petetét","01_26_audio_0012",213.1,0.192,"e2",7,"Magenta",12,6200,506,1827,2880,623,1747,2760,598,1593,2775,514,1434,2834,472,1241,2880
